assignment_id,student_id,teacher_id,academic_year,semester,assignment_type
ASG0134,S0134,T002,2026-27,5,mentor
ASG0135,S0135,T002,2026-27,5,mentor
ASG0136,S0136,T002,2026-27,5,mentor
ASG0137,S0137,T002,2026-27,5,mentor
ASG0138,S0138,T002,2026-27,5,mentor
ASG0139,S0139,T002,2026-27,5,mentor
ASG0140,S0140,T002,2026-27,5,mentor
ASG0141,S0141,T002,2026-27,5,mentor
ASG0142,S0142,T002,2026-27,5,mentor
ASG0143,S0143,T002,2026-27,5,mentor
ASG0144,S0144,T002,2026-27,5,mentor
ASG0145,S0145,T002,2026-27,5,mentor
ASG0146,S0146,T002,2026-27,5,mentor
ASG0147,S0147,T002,2026-27,5,mentor
ASG0148,S0148,T002,2026-27,5,mentor
ASG0149,S0149,T002,2026-27,5,mentor
ASG0150,S0150,T002,2026-27,5,mentor
ASG0151,S0151,T002,2026-27,5,mentor
ASG0152,S0152,T002,2026-27,5,mentor
ASG0153,S0153,T002,2026-27,5,mentor
ASG0154,S0154,T002,2026-27,5,mentor
ASG0155,S0155,T002,2026-27,5,mentor
ASG0156,S0156,T002,2026-27,5,mentor
ASG0157,S0157,T002,2026-27,5,mentor
ASG0158,S0158,T002,2026-27,5,mentor
ASG0159,S0159,T002,2026-27,5,mentor
ASG0160,S0160,T002,2026-27,5,mentor
ASG0161,S0161,T002,2026-27,5,mentor
ASG0162,S0162,T002,2026-27,5,mentor
ASG0163,S0163,T002,2026-27,5,mentor
ASG0164,S0164,T002,2026-27,5,mentor
ASG0165,S0165,T002,2026-27,5,mentor
ASG0166,S0166,T002,2026-27,5,mentor
ASG0167,S0167,T002,2026-27,5,mentor
ASG0168,S0168,T002,2026-27,5,mentor
ASG0169,S0169,T002,2026-27,5,mentor
ASG0170,S0170,T002,2026-27,5,mentor
ASG0171,S0171,T002,2026-27,5,mentor
ASG0172,S0172,T002,2026-27,5,mentor
ASG0173,S0173,T002,2026-27,5,mentor
ASG0174,S0174,T002,2026-27,5,mentor
ASG0175,S0175,T002,2026-27,5,mentor
ASG0176,S0176,T002,2026-27,5,mentor
ASG0177,S0177,T002,2026-27,5,mentor
ASG0178,S0178,T002,2026-27,5,mentor
ASG0179,S0179,T002,2026-27,5,mentor
ASG0180,S0180,T002,2026-27,5,mentor
ASG0181,S0181,T002,2026-27,5,mentor
ASG0182,S0182,T002,2026-27,5,mentor
ASG0183,S0183,T002,2026-27,5,mentor
ASG0184,S0184,T002,2026-27,5,mentor
ASG0185,S0185,T002,2026-27,5,mentor
ASG0186,S0186,T002,2026-27,5,mentor
ASG0187,S0187,T002,2026-27,5,mentor
ASG0188,S0188,T002,2026-27,5,mentor
ASG0189,S0189,T002,2026-27,5,mentor
ASG0190,S0190,T002,2026-27,5,mentor
ASG0191,S0191,T002,2026-27,5,mentor
ASG0192,S0192,T002,2026-27,5,mentor
ASG0193,S0193,T002,2026-27,5,mentor
ASG0194,S0194,T002,2026-27,5,mentor
ASG0195,S0195,T002,2026-27,5,mentor
ASG0196,S0196,T002,2026-27,5,mentor
ASG0197,S0197,T002,2026-27,5,mentor
ASG0198,S0198,T002,2026-27,5,mentor
ASG0199,S0199,T002,2026-27,5,mentor
ASG0200,S0200,T002,2026-27,5,mentor
ASG0201,S0201,T003,2026-27,5,mentor
ASG0202,S0202,T003,2026-27,5,mentor
ASG0203,S0203,T003,2026-27,5,mentor
ASG0204,S0204,T003,2026-27,5,mentor
ASG0205,S0205,T003,2026-27,5,mentor
ASG0206,S0206,T003,2026-27,5,mentor
ASG0207,S0207,T003,2026-27,5,mentor
ASG0208,S0208,T003,2026-27,5,mentor
ASG0209,S0209,T003,2026-27,5,mentor
ASG0210,S0210,T003,2026-27,5,mentor
ASG0211,S0211,T003,2026-27,5,mentor
ASG0212,S0212,T003,2026-27,5,mentor
ASG0213,S0213,T003,2026-27,5,mentor
ASG0214,S0214,T003,2026-27,5,mentor
ASG0215,S0215,T003,2026-27,5,mentor
ASG0216,S0216,T003,2026-27,5,mentor
ASG0217,S0217,T003,2026-27,5,mentor
ASG0218,S0218,T003,2026-27,5,mentor
ASG0219,S0219,T003,2026-27,5,mentor
ASG0220,S0220,T003,2026-27,5,mentor
ASG0221,S0221,T003,2026-27,5,mentor
ASG0222,S0222,T003,2026-27,5,mentor
ASG0223,S0223,T003,2026-27,5,mentor
ASG0224,S0224,T003,2026-27,5,mentor
ASG0225,S0225,T003,2026-27,5,mentor
ASG0226,S0226,T003,2026-27,5,mentor
ASG0227,S0227,T003,2026-27,5,mentor
ASG0228,S0228,T003,2026-27,5,mentor
ASG0229,S0229,T003,2026-27,5,mentor
ASG0230,S0230,T003,2026-27,5,mentor
ASG0231,S0231,T003,2026-27,5,mentor
ASG0232,S0232,T003,2026-27,5,mentor
ASG0233,S0233,T003,2026-27,5,mentor
ASG0234,S0234,T003,2026-27,5,mentor
ASG0235,S0235,T003,2026-27,5,mentor
ASG0236,S0236,T003,2026-27,5,mentor
ASG0237,S0237,T003,2026-27,5,mentor
ASG0238,S0238,T003,2026-27,5,mentor
ASG0239,S0239,T003,2026-27,5,mentor
ASG0240,S0240,T003,2026-27,5,mentor
ASG0241,S0241,T003,2026-27,5,mentor
ASG0242,S0242,T003,2026-27,5,mentor
ASG0243,S0243,T003,2026-27,5,mentor
ASG0244,S0244,T003,2026-27,5,mentor
ASG0245,S0245,T003,2026-27,5,mentor
ASG0246,S0246,T003,2026-27,5,mentor
ASG0247,S0247,T003,2026-27,5,mentor
ASG0248,S0248,T003,2026-27,5,mentor
ASG0249,S0249,T003,2026-27,5,mentor
ASG0250,S0250,T003,2026-27,5,mentor
ASG0251,S0251,T003,2026-27,5,mentor
ASG0252,S0252,T003,2026-27,5,mentor
ASG0253,S0253,T003,2026-27,5,mentor
ASG0254,S0254,T003,2026-27,5,mentor
ASG0255,S0255,T003,2026-27,5,mentor
ASG0256,S0256,T003,2026-27,5,mentor
ASG0257,S0257,T003,2026-27,5,mentor
ASG0258,S0258,T003,2026-27,5,mentor
ASG0259,S0259,T003,2026-27,5,mentor
ASG0260,S0260,T003,2026-27,5,mentor
ASG0261,S0261,T003,2026-27,5,mentor
ASG0262,S0262,T003,2026-27,5,mentor
ASG0263,S0263,T003,2026-27,5,mentor
ASG0264,S0264,T003,2026-27,5,mentor
ASG0265,S0265,T003,2026-27,5,mentor
ASG0266,S0266,T003,2026-27,5,mentor
ASG0267,S0267,T003,2026-27,5,mentor
ASG0268,S0268,T003,2026-27,5,mentor
ASG0269,S0269,T003,2026-27,5,mentor
ASG0270,S0270,T003,2026-27,5,mentor
ASG0271,S0271,T003,2026-27,5,mentor
ASG0272,S0272,T003,2026-27,5,mentor
ASG0273,S0273,T003,2026-27,5,mentor
ASG0274,S0274,T003,2026-27,5,mentor
ASG0275,S0275,T003,2026-27,5,mentor
ASG0276,S0276,T003,2026-27,5,mentor
ASG0277,S0277,T003,2026-27,5,mentor
ASG0278,S0278,T003,2026-27,5,mentor
ASG0279,S0279,T003,2026-27,5,mentor
ASG0280,S0280,T003,2026-27,5,mentor
ASG0281,S0281,T003,2026-27,5,mentor
ASG0282,S0282,T003,2026-27,5,mentor
ASG0283,S0283,T003,2026-27,5,mentor
ASG0284,S0284,T003,2026-27,5,mentor
ASG0285,S0285,T003,2026-27,5,mentor
ASG0286,S0286,T003,2026-27,5,mentor
ASG0287,S0287,T003,2026-27,5,mentor
ASG0288,S0288,T003,2026-27,5,mentor
ASG0289,S0289,T003,2026-27,5,mentor
ASG0290,S0290,T003,2026-27,5,mentor
ASG0291,S0291,T003,2026-27,5,mentor
ASG0292,S0292,T003,2026-27,5,mentor
ASG0293,S0293,T003,2026-27,5,mentor
ASG0294,S0294,T003,2026-27,5,mentor
ASG0295,S0295,T003,2026-27,5,mentor
ASG0296,S0296,T003,2026-27,5,mentor
ASG0297,S0297,T003,2026-27,5,mentor
ASG0298,S0298,T003,2026-27,5,mentor
ASG0299,S0299,T003,2026-27,5,mentor
ASG0300,S0300,T003,2026-27,5,mentor
ASG0301,S0301,T004,2026-27,5,mentor
ASG0302,S0302,T004,2026-27,5,mentor
ASG0303,S0303,T004,2026-27,5,mentor
ASG0304,S0304,T004,2026-27,5,mentor
ASG0305,S0305,T004,2026-27,5,mentor
ASG0306,S0306,T004,2026-27,5,mentor
ASG0307,S0307,T004,2026-27,5,mentor
ASG0308,S0308,T004,2026-27,5,mentor
ASG0309,S0309,T004,2026-27,5,mentor
ASG0310,S0310,T004,2026-27,5,mentor
ASG0311,S0311,T004,2026-27,5,mentor
ASG0312,S0312,T004,2026-27,5,mentor
ASG0313,S0313,T004,2026-27,5,mentor
ASG0314,S0314,T004,2026-27,5,mentor
ASG0315,S0315,T004,2026-27,5,mentor
ASG0316,S0316,T004,2026-27,5,mentor
ASG0317,S0317,T004,2026-27,5,mentor
ASG0318,S0318,T004,2026-27,5,mentor
ASG0319,S0319,T004,2026-27,5,mentor
ASG0320,S0320,T004,2026-27,5,mentor
ASG0321,S0321,T004,2026-27,5,mentor
ASG0322,S0322,T004,2026-27,5,mentor
ASG0323,S0323,T004,2026-27,5,mentor
ASG0324,S0324,T004,2026-27,5,mentor
ASG0325,S0325,T004,2026-27,5,mentor
ASG0326,S0326,T004,2026-27,5,mentor
ASG0327,S0327,T004,2026-27,5,mentor
ASG0328,S0328,T004,2026-27,5,mentor
ASG0329,S0329,T004,2026-27,5,mentor
ASG0330,S0330,T004,2026-27,5,mentor
ASG0331,S0331,T004,2026-27,5,mentor
ASG0332,S0332,T004,2026-27,5,mentor
ASG0333,S0333,T004,2026-27,5,mentor
ASG0334,S0334,T004,2026-27,5,mentor
ASG0335,S0335,T004,2026-27,5,mentor
ASG0336,S0336,T004,2026-27,5,mentor
ASG0337,S0337,T004,2026-27,5,mentor
ASG0338,S0338,T004,2026-27,5,mentor
ASG0339,S0339,T004,2026-27,5,mentor
ASG0340,S0340,T004,2026-27,5,mentor
ASG0341,S0341,T004,2026-27,5,mentor
ASG0342,S0342,T004,2026-27,5,mentor
ASG0343,S0343,T004,2026-27,5,mentor
ASG0344,S0344,T004,2026-27,5,mentor
ASG0345,S0345,T004,2026-27,5,mentor
ASG0346,S0346,T004,2026-27,5,mentor
ASG0347,S0347,T004,2026-27,5,mentor
ASG0348,S0348,T004,2026-27,5,mentor
ASG0349,S0349,T004,2026-27,5,mentor
ASG0350,S0350,T004,2026-27,5,mentor
ASG0351,S0351,T004,2026-27,5,mentor
ASG0352,S0352,T004,2026-27,5,mentor
ASG0353,S0353,T004,2026-27,5,mentor
ASG0354,S0354,T004,2026-27,5,mentor
ASG0355,S0355,T004,2026-27,5,mentor
ASG0356,S0356,T004,2026-27,5,mentor
ASG0357,S0357,T004,2026-27,5,mentor
ASG0358,S0358,T004,2026-27,5,mentor
ASG0359,S0359,T004,2026-27,5,mentor
ASG0360,S0360,T004,2026-27,5,mentor
ASG0361,S0361,T004,2026-27,5,mentor
ASG0362,S0362,T004,2026-27,5,mentor
ASG0363,S0363,T004,2026-27,5,mentor
ASG0364,S0364,T004,2026-27,5,mentor
ASG0365,S0365,T004,2026-27,5,mentor
ASG0366,S0366,T004,2026-27,5,mentor
ASG0367,S0367,T004,2026-27,5,mentor
ASG0368,S0368,T004,2026-27,5,mentor
ASG0369,S0369,T004,2026-27,5,mentor
ASG0370,S0370,T004,2026-27,5,mentor
ASG0371,S0371,T004,2026-27,5,mentor
ASG0372,S0372,T004,2026-27,5,mentor
ASG0373,S0373,T004,2026-27,5,mentor
ASG0374,S0374,T004,2026-27,5,mentor
ASG0375,S0375,T004,2026-27,5,mentor
ASG0376,S0376,T004,2026-27,5,mentor
ASG0377,S0377,T004,2026-27,5,mentor
ASG0378,S0378,T004,2026-27,5,mentor
ASG0379,S0379,T004,2026-27,5,mentor
ASG0380,S0380,T004,2026-27,5,mentor
ASG0381,S0381,T004,2026-27,5,mentor
ASG0382,S0382,T004,2026-27,5,mentor
ASG0383,S0383,T004,2026-27,5,mentor
ASG0384,S0384,T004,2026-27,5,mentor
ASG0385,S0385,T004,2026-27,5,mentor
ASG0386,S0386,T004,2026-27,5,mentor
ASG0387,S0387,T004,2026-27,5,mentor
ASG0388,S0388,T004,2026-27,5,mentor
ASG0389,S0389,T004,2026-27,5,mentor
ASG0390,S0390,T004,2026-27,5,mentor
ASG0391,S0391,T004,2026-27,5,mentor
ASG0392,S0392,T004,2026-27,5,mentor
ASG0393,S0393,T004,2026-27,5,mentor
ASG0394,S0394,T004,2026-27,5,mentor
ASG0395,S0395,T004,2026-27,5,mentor
ASG0396,S0396,T004,2026-27,5,mentor
ASG0397,S0397,T004,2026-27,5,mentor
ASG0398,S0398,T004,2026-27,5,mentor
ASG0399,S0399,T004,2026-27,5,mentor
ASG0400,S0400,T004,2026-27,5,mentor
ASG0401,S0401,T005,2026-27,5,mentor
ASG0402,S0402,T005,2026-27,5,mentor
ASG0403,S0403,T005,2026-27,5,mentor
ASG0404,S0404,T005,2026-27,5,mentor
ASG0405,S0405,T005,2026-27,5,mentor
ASG0406,S0406,T005,2026-27,5,mentor
ASG0407,S0407,T005,2026-27,5,mentor
ASG0408,S0408,T005,2026-27,5,mentor
ASG0409,S0409,T005,2026-27,5,mentor
ASG0410,S0410,T005,2026-27,5,mentor
ASG0411,S0411,T005,2026-27,5,mentor
ASG0412,S0412,T005,2026-27,5,mentor
ASG0413,S0413,T005,2026-27,5,mentor
ASG0414,S0414,T005,2026-27,5,mentor
ASG0415,S0415,T005,2026-27,5,mentor
ASG0416,S0416,T005,2026-27,5,mentor
ASG0417,S0417,T005,2026-27,5,mentor
ASG0418,S0418,T005,2026-27,5,mentor
ASG0419,S0419,T005,2026-27,5,mentor
ASG0420,S0420,T005,2026-27,5,mentor
ASG0421,S0421,T005,2026-27,5,mentor
ASG0422,S0422,T005,2026-27,5,mentor
ASG0423,S0423,T005,2026-27,5,mentor
ASG0424,S0424,T005,2026-27,5,mentor
ASG0425,S0425,T005,2026-27,5,mentor
ASG0426,S0426,T005,2026-27,5,mentor
ASG0427,S0427,T005,2026-27,5,mentor
ASG0428,S0428,T005,2026-27,5,mentor
ASG0429,S0429,T005,2026-27,5,mentor
ASG0430,S0430,T005,2026-27,5,mentor
ASG0431,S0431,T005,2026-27,5,mentor
ASG0432,S0432,T005,2026-27,5,mentor
ASG0433,S0433,T005,2026-27,5,mentor
ASG0434,S0434,T005,2026-27,5,mentor
ASG0435,S0435,T005,2026-27,5,mentor
ASG0436,S0436,T005,2026-27,5,mentor
ASG0437,S0437,T005,2026-27,5,mentor
ASG0438,S0438,T005,2026-27,5,mentor
ASG0439,S0439,T005,2026-27,5,mentor
ASG0440,S0440,T005,2026-27,5,mentor
ASG0441,S0441,T005,2026-27,5,mentor
ASG0442,S0442,T005,2026-27,5,mentor
ASG0443,S0443,T005,2026-27,5,mentor
ASG0444,S0444,T005,2026-27,5,mentor
ASG0445,S0445,T005,2026-27,5,mentor
ASG0446,S0446,T005,2026-27,5,mentor
ASG0447,S0447,T005,2026-27,5,mentor
ASG0448,S0448,T005,2026-27,5,mentor
ASG0449,S0449,T005,2026-27,5,mentor
ASG0450,S0450,T005,2026-27,5,mentor
ASG0451,S0451,T005,2026-27,5,mentor
ASG0452,S0452,T005,2026-27,5,mentor
ASG0453,S0453,T005,2026-27,5,mentor
ASG0454,S0454,T005,2026-27,5,mentor
ASG0455,S0455,T005,2026-27,5,mentor
ASG0456,S0456,T005,2026-27,5,mentor
ASG0457,S0457,T005,2026-27,5,mentor
ASG0458,S0458,T005,2026-27,5,mentor
ASG0459,S0459,T005,2026-27,5,mentor
ASG0460,S0460,T005,2026-27,5,mentor
ASG0461,S0461,T005,2026-27,5,mentor
ASG0462,S0462,T005,2026-27,5,mentor
ASG0463,S0463,T005,2026-27,5,mentor
ASG0464,S0464,T005,2026-27,5,mentor
ASG0465,S0465,T005,2026-27,5,mentor
ASG0466,S0466,T005,2026-27,5,mentor
ASG0467,S0467,T005,2026-27,5,mentor
ASG0468,S0468,T005,2026-27,5,mentor
ASG0469,S0469,T005,2026-27,5,mentor
ASG0470,S0470,T005,2026-27,5,mentor
ASG0471,S0471,T005,2026-27,5,mentor
ASG0472,S0472,T005,2026-27,5,mentor
ASG0473,S0473,T005,2026-27,5,mentor
ASG0474,S0474,T005,2026-27,5,mentor
ASG0475,S0475,T005,2026-27,5,mentor
ASG0476,S0476,T005,2026-27,5,mentor
ASG0477,S0477,T005,2026-27,5,mentor
ASG0478,S0478,T005,2026-27,5,mentor
ASG0479,S0479,T005,2026-27,5,mentor
ASG0480,S0480,T005,2026-27,5,mentor
ASG0481,S0481,T005,2026-27,5,mentor
ASG0482,S0482,T005,2026-27,5,mentor
ASG0483,S0483,T005,2026-27,5,mentor
ASG0484,S0484,T005,2026-27,5,mentor
ASG0485,S0485,T005,2026-27,5,mentor
ASG0486,S0486,T005,2026-27,5,mentor
ASG0487,S0487,T005,2026-27,5,mentor
ASG0488,S0488,T005,2026-27,5,mentor
ASG0489,S0489,T005,2026-27,5,mentor
ASG0490,S0490,T005,2026-27,5,mentor
ASG0491,S0491,T005,2026-27,5,mentor
ASG0492,S0492,T005,2026-27,5,mentor
ASG0493,S0493,T005,2026-27,5,mentor
ASG0494,S0494,T005,2026-27,5,mentor
ASG0495,S0495,T005,2026-27,5,mentor
ASG0496,S0496,T005,2026-27,5,mentor
ASG0497,S0497,T005,2026-27,5,mentor
ASG0498,S0498,T005,2026-27,5,mentor
ASG0499,S0499,T005,2026-27,5,mentor
ASG0500,S0500,T005,2026-27,5,mentor
