student_id,cohort,academic_year,semester,checkpoint_week,outcome_horizon,course_failed,new_backlog,gpa_below_threshold,attendance_shortage,discontinued
S0011,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0011,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0011,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0012,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0012,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0012,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0012,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0013,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0013,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0013,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0013,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0014,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0014,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0014,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0014,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0015,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0015,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0015,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0015,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0016,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0016,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0016,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0016,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0017,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0017,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0017,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0017,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0018,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0018,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0018,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0018,2024,2025-26,4,6,end_of_semester,False,True,False,False,False
S0019,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0019,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0019,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0019,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0020,2024,2024-25,1,6,end_of_semester,False,True,False,False,False
S0020,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0020,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0020,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0021,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0021,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0021,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0021,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0022,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0022,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0022,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0022,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0023,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0023,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0023,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0023,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0024,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0024,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0024,2024,2025-26,3,6,end_of_semester,False,True,False,False,False
S0024,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0025,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0025,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0025,2024,2025-26,3,6,end_of_semester,False,True,False,False,False
S0025,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0026,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0026,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0026,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0026,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0027,2024,2024-25,1,6,end_of_semester,True,False,False,False,False
S0027,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0027,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0027,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0028,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0028,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0028,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0028,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0029,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0029,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0029,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0029,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0030,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0030,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0030,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0030,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0031,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0031,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0031,2024,2025-26,3,6,end_of_semester,False,False,False,True,False
S0031,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0032,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0032,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0032,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0032,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0033,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0033,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0033,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0033,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0034,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0034,2024,2024-25,2,6,end_of_semester,False,True,False,False,False
S0034,2024,2025-26,3,6,end_of_semester,False,True,False,False,False
S0034,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0035,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0035,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0035,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0035,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0036,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0036,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0036,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0036,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0037,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0037,2024,2024-25,2,6,end_of_semester,True,False,False,False,False
S0037,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0037,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0038,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0038,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0038,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0038,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0039,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0039,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0039,2024,2025-26,3,6,end_of_semester,True,False,False,False,False
S0039,2024,2025-26,4,6,end_of_semester,False,True,False,False,False
S0040,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0040,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0040,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0040,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0041,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0041,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0041,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0041,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0042,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0042,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0042,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0042,2024,2025-26,4,6,end_of_semester,False,True,False,False,False
S0043,2024,2024-25,1,6,end_of_semester,True,False,False,False,False
S0043,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0043,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0043,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0044,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0044,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0044,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0044,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0045,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0045,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0045,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0045,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0046,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0046,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0046,2024,2025-26,3,6,end_of_semester,False,True,False,False,False
S0046,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0047,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0047,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0047,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0047,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0048,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0048,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0048,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0048,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0049,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0049,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0049,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0049,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0050,2024,2024-25,1,6,end_of_semester,True,False,False,False,False
S0050,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0050,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0050,2024,2025-26,4,6,end_of_semester,False,True,False,False,False
S0051,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0051,2024,2024-25,2,6,end_of_semester,False,False,False,True,False
S0051,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0051,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0052,2024,2024-25,1,6,end_of_semester,False,True,True,True,False
S0052,2024,2024-25,2,6,end_of_semester,False,True,False,True,False
S0052,2024,2025-26,3,6,end_of_semester,True,False,False,True,False
S0052,2024,2025-26,4,6,end_of_semester,True,True,True,True,False
S0053,2024,2024-25,1,6,end_of_semester,False,False,True,False,False
S0053,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0053,2024,2025-26,3,6,end_of_semester,False,True,True,False,False
S0053,2024,2025-26,4,6,end_of_semester,False,True,True,True,False
S0054,2024,2024-25,1,6,end_of_semester,False,False,True,False,False
S0054,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0054,2024,2025-26,3,6,end_of_semester,False,False,False,True,False
S0054,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0055,2024,2024-25,1,6,end_of_semester,False,False,True,False,False
S0055,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0055,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0055,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0056,2024,2024-25,1,6,end_of_semester,False,False,False,True,False
S0056,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0056,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0056,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0057,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0057,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0057,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0057,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0058,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0058,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0058,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0058,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0059,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0059,2024,2024-25,2,6,end_of_semester,True,False,False,False,False
S0059,2024,2025-26,3,6,end_of_semester,False,False,False,True,False
S0059,2024,2025-26,4,6,end_of_semester,False,True,False,False,False
S0060,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0060,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0060,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0060,2024,2025-26,4,6,end_of_semester,False,True,False,False,False
S0061,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0061,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0061,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0061,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0062,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0062,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0062,2024,2025-26,3,6,end_of_semester,False,True,False,False,False
S0062,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0063,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0063,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0063,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0063,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0064,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0064,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0064,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0064,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0065,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0065,2024,2024-25,2,6,end_of_semester,True,False,False,False,False
S0065,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0065,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0066,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0066,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0066,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0066,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0067,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0067,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0067,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0067,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0068,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0068,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0068,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0068,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0069,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0069,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0069,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0069,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0070,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0070,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0070,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0070,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0071,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0071,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0071,2024,2025-26,3,6,end_of_semester,True,False,False,False,False
S0071,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0072,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0072,2024,2024-25,2,6,end_of_semester,False,True,False,False,False
S0072,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0072,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0073,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0073,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0073,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0073,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0074,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0074,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0074,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0074,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0075,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0075,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0075,2024,2025-26,3,6,end_of_semester,False,True,False,False,False
S0075,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0076,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0076,2024,2024-25,2,6,end_of_semester,False,True,False,False,False
S0076,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0076,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0077,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0077,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0077,2024,2025-26,3,6,end_of_semester,False,True,False,False,False
S0077,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0078,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0078,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0078,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0078,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0079,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0079,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0079,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0079,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0080,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0080,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0080,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0080,2024,2025-26,4,6,end_of_semester,False,True,False,False,False
S0081,2024,2024-25,1,6,end_of_semester,True,False,False,False,False
S0081,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0081,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0081,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0082,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0082,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0082,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0082,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0083,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0083,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0083,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0083,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0084,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0084,2024,2024-25,2,6,end_of_semester,True,True,False,False,False
S0084,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0084,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0085,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0085,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0085,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0085,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0086,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0086,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0086,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0086,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0087,2024,2024-25,1,6,end_of_semester,False,False,False,True,False
S0087,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0087,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0087,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0088,2024,2024-25,1,6,end_of_semester,False,False,True,False,False
S0088,2024,2024-25,2,6,end_of_semester,False,False,False,True,False
S0088,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0088,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0089,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0089,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0089,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0089,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0090,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0090,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0090,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0090,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0091,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0091,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0091,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0091,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0092,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0092,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0092,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0092,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0093,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0093,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0093,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0093,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0094,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0094,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0094,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0094,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0095,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0095,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0095,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0095,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0096,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0096,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0096,2024,2025-26,3,6,end_of_semester,False,True,False,False,False
S0096,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0097,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0097,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0097,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0097,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0098,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0098,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0098,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0098,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0099,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0099,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0099,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0099,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0100,2024,2024-25,1,6,end_of_semester,False,True,False,False,False
S0100,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0100,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0100,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0101,2024,2024-25,1,6,end_of_semester,False,False,True,True,False
S0101,2024,2024-25,2,6,end_of_semester,False,False,False,True,False
S0101,2024,2025-26,3,6,end_of_semester,True,False,True,True,False
S0101,2024,2025-26,4,6,end_of_semester,False,False,True,False,False
S0102,2024,2024-25,1,6,end_of_semester,True,False,False,True,False
S0102,2024,2024-25,2,6,end_of_semester,True,False,True,True,False
S0102,2024,2025-26,3,6,end_of_semester,True,False,False,True,False
S0102,2024,2025-26,4,6,end_of_semester,False,True,False,True,False
S0103,2024,2024-25,1,6,end_of_semester,False,True,False,False,False
S0103,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0103,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0103,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0104,2024,2024-25,1,6,end_of_semester,False,True,False,False,False
S0104,2024,2024-25,2,6,end_of_semester,False,False,False,False,False
S0104,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0104,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
S0105,2024,2024-25,1,6,end_of_semester,False,False,False,False,False
S0105,2024,2024-25,2,6,end_of_semester,False,True,False,False,False
S0105,2024,2025-26,3,6,end_of_semester,False,False,False,False,False
S0105,2024,2025-26,4,6,end_of_semester,False,False,False,False,False
