assignment_id,student_id,teacher_id,academic_year,semester,assignment_type
ASG0123,S0123,T001,2026-27,5,mentor
ASG0124,S0124,T001,2026-27,5,mentor
ASG0125,S0125,T001,2026-27,5,mentor
ASG0126,S0126,T002,2026-27,5,mentor
ASG0127,S0127,T002,2026-27,5,mentor
ASG0128,S0128,T002,2026-27,5,mentor
ASG0129,S0129,T002,2026-27,5,mentor
ASG0130,S0130,T002,2026-27,5,mentor
ASG0131,S0131,T003,2026-27,5,mentor
ASG0132,S0132,T003,2026-27,5,mentor
ASG0133,S0133,T003,2026-27,5,mentor
ASG0134,S0134,T003,2026-27,5,mentor
ASG0135,S0135,T003,2026-27,5,mentor
ASG0136,S0136,T004,2026-27,5,mentor
ASG0137,S0137,T004,2026-27,5,mentor
ASG0138,S0138,T004,2026-27,5,mentor
ASG0139,S0139,T004,2026-27,5,mentor
ASG0140,S0140,T004,2026-27,5,mentor
ASG0141,S0141,T005,2026-27,5,mentor
ASG0142,S0142,T005,2026-27,5,mentor
ASG0143,S0143,T005,2026-27,5,mentor
ASG0144,S0144,T005,2026-27,5,mentor
ASG0145,S0145,T005,2026-27,5,mentor
ASG0146,S0146,T006,2026-27,5,mentor
ASG0147,S0147,T006,2026-27,5,mentor
ASG0148,S0148,T006,2026-27,5,mentor
ASG0149,S0149,T006,2026-27,5,mentor
ASG0150,S0150,T006,2026-27,5,mentor
ASG0151,S0151,T001,2026-27,5,mentor
ASG0152,S0152,T001,2026-27,5,mentor
ASG0153,S0153,T001,2026-27,5,mentor
ASG0154,S0154,T001,2026-27,5,mentor
ASG0155,S0155,T001,2026-27,5,mentor
ASG0156,S0156,T002,2026-27,5,mentor
ASG0157,S0157,T002,2026-27,5,mentor
ASG0158,S0158,T002,2026-27,5,mentor
ASG0159,S0159,T002,2026-27,5,mentor
ASG0160,S0160,T002,2026-27,5,mentor
ASG0161,S0161,T003,2026-27,5,mentor
ASG0162,S0162,T003,2026-27,5,mentor
ASG0163,S0163,T003,2026-27,5,mentor
ASG0164,S0164,T003,2026-27,5,mentor
ASG0165,S0165,T003,2026-27,5,mentor
ASG0166,S0166,T004,2026-27,5,mentor
ASG0167,S0167,T004,2026-27,5,mentor
ASG0168,S0168,T004,2026-27,5,mentor
ASG0169,S0169,T004,2026-27,5,mentor
ASG0170,S0170,T004,2026-27,5,mentor
ASG0171,S0171,T005,2026-27,5,mentor
ASG0172,S0172,T005,2026-27,5,mentor
ASG0173,S0173,T005,2026-27,5,mentor
ASG0174,S0174,T005,2026-27,5,mentor
ASG0175,S0175,T005,2026-27,5,mentor
ASG0176,S0176,T006,2026-27,5,mentor
ASG0177,S0177,T006,2026-27,5,mentor
ASG0178,S0178,T006,2026-27,5,mentor
ASG0179,S0179,T006,2026-27,5,mentor
ASG0180,S0180,T006,2026-27,5,mentor
ASG0181,S0181,T007,2026-27,5,mentor
ASG0182,S0182,T007,2026-27,5,mentor
ASG0183,S0183,T007,2026-27,5,mentor
ASG0184,S0184,T007,2026-27,5,mentor
ASG0185,S0185,T007,2026-27,5,mentor
ASG0186,S0186,T008,2026-27,5,mentor
ASG0187,S0187,T008,2026-27,5,mentor
ASG0188,S0188,T008,2026-27,5,mentor
ASG0189,S0189,T008,2026-27,5,mentor
ASG0190,S0190,T008,2026-27,5,mentor
ASG0191,S0191,T009,2026-27,5,mentor
ASG0192,S0192,T009,2026-27,5,mentor
ASG0193,S0193,T009,2026-27,5,mentor
ASG0194,S0194,T009,2026-27,5,mentor
ASG0195,S0195,T009,2026-27,5,mentor
ASG0196,S0196,T010,2026-27,5,mentor
ASG0197,S0197,T010,2026-27,5,mentor
ASG0198,S0198,T010,2026-27,5,mentor
ASG0199,S0199,T010,2026-27,5,mentor
ASG0200,S0200,T010,2026-27,5,mentor
ASG0201,S0201,T011,2026-27,5,mentor
ASG0202,S0202,T011,2026-27,5,mentor
ASG0203,S0203,T011,2026-27,5,mentor
ASG0204,S0204,T011,2026-27,5,mentor
ASG0205,S0205,T011,2026-27,5,mentor
ASG0206,S0206,T012,2026-27,5,mentor
ASG0207,S0207,T012,2026-27,5,mentor
ASG0208,S0208,T012,2026-27,5,mentor
ASG0209,S0209,T012,2026-27,5,mentor
ASG0210,S0210,T012,2026-27,5,mentor
ASG0211,S0211,T007,2026-27,5,mentor
ASG0212,S0212,T007,2026-27,5,mentor
ASG0213,S0213,T007,2026-27,5,mentor
ASG0214,S0214,T007,2026-27,5,mentor
ASG0215,S0215,T007,2026-27,5,mentor
ASG0216,S0216,T008,2026-27,5,mentor
ASG0217,S0217,T008,2026-27,5,mentor
ASG0218,S0218,T008,2026-27,5,mentor
ASG0219,S0219,T008,2026-27,5,mentor
ASG0220,S0220,T008,2026-27,5,mentor
ASG0221,S0221,T009,2026-27,5,mentor
ASG0222,S0222,T009,2026-27,5,mentor
ASG0223,S0223,T009,2026-27,5,mentor
ASG0224,S0224,T009,2026-27,5,mentor
ASG0225,S0225,T009,2026-27,5,mentor
ASG0226,S0226,T010,2026-27,5,mentor
ASG0227,S0227,T010,2026-27,5,mentor
ASG0228,S0228,T010,2026-27,5,mentor
ASG0229,S0229,T010,2026-27,5,mentor
ASG0230,S0230,T010,2026-27,5,mentor
ASG0231,S0231,T011,2026-27,5,mentor
ASG0232,S0232,T011,2026-27,5,mentor
ASG0233,S0233,T011,2026-27,5,mentor
ASG0234,S0234,T011,2026-27,5,mentor
ASG0235,S0235,T011,2026-27,5,mentor
ASG0236,S0236,T012,2026-27,5,mentor
ASG0237,S0237,T012,2026-27,5,mentor
ASG0238,S0238,T012,2026-27,5,mentor
ASG0239,S0239,T012,2026-27,5,mentor
ASG0240,S0240,T012,2026-27,5,mentor
ASG0241,S0241,T001,2026-27,3,mentor
ASG0242,S0242,T001,2026-27,3,mentor
ASG0243,S0243,T001,2026-27,3,mentor
ASG0244,S0244,T001,2026-27,3,mentor
ASG0245,S0245,T001,2026-27,3,mentor
ASG0246,S0246,T002,2026-27,3,mentor
ASG0247,S0247,T002,2026-27,3,mentor
ASG0248,S0248,T002,2026-27,3,mentor
ASG0249,S0249,T002,2026-27,3,mentor
ASG0250,S0250,T002,2026-27,3,mentor
ASG0251,S0251,T003,2026-27,3,mentor
ASG0252,S0252,T003,2026-27,3,mentor
ASG0253,S0253,T003,2026-27,3,mentor
ASG0254,S0254,T003,2026-27,3,mentor
ASG0255,S0255,T003,2026-27,3,mentor
ASG0256,S0256,T004,2026-27,3,mentor
ASG0257,S0257,T004,2026-27,3,mentor
ASG0258,S0258,T004,2026-27,3,mentor
ASG0259,S0259,T004,2026-27,3,mentor
ASG0260,S0260,T004,2026-27,3,mentor
ASG0261,S0261,T005,2026-27,3,mentor
ASG0262,S0262,T005,2026-27,3,mentor
ASG0263,S0263,T005,2026-27,3,mentor
ASG0264,S0264,T005,2026-27,3,mentor
ASG0265,S0265,T005,2026-27,3,mentor
ASG0266,S0266,T006,2026-27,3,mentor
ASG0267,S0267,T006,2026-27,3,mentor
ASG0268,S0268,T006,2026-27,3,mentor
ASG0269,S0269,T006,2026-27,3,mentor
ASG0270,S0270,T006,2026-27,3,mentor
ASG0271,S0271,T001,2026-27,3,mentor
ASG0272,S0272,T001,2026-27,3,mentor
ASG0273,S0273,T001,2026-27,3,mentor
ASG0274,S0274,T001,2026-27,3,mentor
ASG0275,S0275,T001,2026-27,3,mentor
ASG0276,S0276,T002,2026-27,3,mentor
ASG0277,S0277,T002,2026-27,3,mentor
ASG0278,S0278,T002,2026-27,3,mentor
ASG0279,S0279,T002,2026-27,3,mentor
ASG0280,S0280,T002,2026-27,3,mentor
ASG0281,S0281,T003,2026-27,3,mentor
ASG0282,S0282,T003,2026-27,3,mentor
ASG0283,S0283,T003,2026-27,3,mentor
ASG0284,S0284,T003,2026-27,3,mentor
ASG0285,S0285,T003,2026-27,3,mentor
ASG0286,S0286,T004,2026-27,3,mentor
ASG0287,S0287,T004,2026-27,3,mentor
ASG0288,S0288,T004,2026-27,3,mentor
ASG0289,S0289,T004,2026-27,3,mentor
ASG0290,S0290,T004,2026-27,3,mentor
ASG0291,S0291,T005,2026-27,3,mentor
ASG0292,S0292,T005,2026-27,3,mentor
ASG0293,S0293,T005,2026-27,3,mentor
ASG0294,S0294,T005,2026-27,3,mentor
ASG0295,S0295,T005,2026-27,3,mentor
ASG0296,S0296,T006,2026-27,3,mentor
ASG0297,S0297,T006,2026-27,3,mentor
ASG0298,S0298,T006,2026-27,3,mentor
ASG0299,S0299,T006,2026-27,3,mentor
ASG0300,S0300,T006,2026-27,3,mentor
ASG0301,S0301,T007,2026-27,3,mentor
ASG0302,S0302,T007,2026-27,3,mentor
ASG0303,S0303,T007,2026-27,3,mentor
ASG0304,S0304,T007,2026-27,3,mentor
ASG0305,S0305,T007,2026-27,3,mentor
ASG0306,S0306,T008,2026-27,3,mentor
ASG0307,S0307,T008,2026-27,3,mentor
ASG0308,S0308,T008,2026-27,3,mentor
ASG0309,S0309,T008,2026-27,3,mentor
ASG0310,S0310,T008,2026-27,3,mentor
ASG0311,S0311,T009,2026-27,3,mentor
ASG0312,S0312,T009,2026-27,3,mentor
ASG0313,S0313,T009,2026-27,3,mentor
ASG0314,S0314,T009,2026-27,3,mentor
ASG0315,S0315,T009,2026-27,3,mentor
ASG0316,S0316,T010,2026-27,3,mentor
ASG0317,S0317,T010,2026-27,3,mentor
ASG0318,S0318,T010,2026-27,3,mentor
ASG0319,S0319,T010,2026-27,3,mentor
ASG0320,S0320,T010,2026-27,3,mentor
ASG0321,S0321,T011,2026-27,3,mentor
ASG0322,S0322,T011,2026-27,3,mentor
ASG0323,S0323,T011,2026-27,3,mentor
ASG0324,S0324,T011,2026-27,3,mentor
ASG0325,S0325,T011,2026-27,3,mentor
ASG0326,S0326,T012,2026-27,3,mentor
ASG0327,S0327,T012,2026-27,3,mentor
ASG0328,S0328,T012,2026-27,3,mentor
ASG0329,S0329,T012,2026-27,3,mentor
ASG0330,S0330,T012,2026-27,3,mentor
ASG0331,S0331,T007,2026-27,3,mentor
ASG0332,S0332,T007,2026-27,3,mentor
ASG0333,S0333,T007,2026-27,3,mentor
ASG0334,S0334,T007,2026-27,3,mentor
ASG0335,S0335,T007,2026-27,3,mentor
ASG0336,S0336,T008,2026-27,3,mentor
ASG0337,S0337,T008,2026-27,3,mentor
ASG0338,S0338,T008,2026-27,3,mentor
ASG0339,S0339,T008,2026-27,3,mentor
ASG0340,S0340,T008,2026-27,3,mentor
ASG0341,S0341,T009,2026-27,3,mentor
ASG0342,S0342,T009,2026-27,3,mentor
ASG0343,S0343,T009,2026-27,3,mentor
ASG0344,S0344,T009,2026-27,3,mentor
ASG0345,S0345,T009,2026-27,3,mentor
ASG0346,S0346,T010,2026-27,3,mentor
ASG0347,S0347,T010,2026-27,3,mentor
ASG0348,S0348,T010,2026-27,3,mentor
ASG0349,S0349,T010,2026-27,3,mentor
ASG0350,S0350,T010,2026-27,3,mentor
ASG0351,S0351,T011,2026-27,3,mentor
ASG0352,S0352,T011,2026-27,3,mentor
ASG0353,S0353,T011,2026-27,3,mentor
ASG0354,S0354,T011,2026-27,3,mentor
ASG0355,S0355,T011,2026-27,3,mentor
ASG0356,S0356,T012,2026-27,3,mentor
ASG0357,S0357,T012,2026-27,3,mentor
ASG0358,S0358,T012,2026-27,3,mentor
ASG0359,S0359,T012,2026-27,3,mentor
ASG0360,S0360,T012,2026-27,3,mentor
