student_id,roll_number,cohort,academic_year,semester,checkpoint_week,snapshot_type,course_id,course_name,course_credits,internal_marks,midterm_marks,quiz_average,assignment_average,practical_marks,course_attendance_percentage,course_attendance_trend,previous_course_attempts,previous_course_grade,assessment_trend,assignment_completion_rate,course_failed
S0002,23100002,2023,2024-25,4,6,historical,CSE401,Design and Analysis of Algorithms,4,57.1,53.3,53.5,69.5,67.5,71.0,stable,0,,declining,0.35,False
S0002,23100002,2023,2024-25,4,6,historical,CSE402,Computer Networks,4,64.9,63.8,59.5,65.5,69.8,67.2,declining,0,,declining,0.35,False
S0002,23100002,2023,2024-25,4,6,historical,CSE403,Theory of Computation,3,68.2,75.7,77.5,62.4,67.5,67.7,declining,0,,declining,0.35,False
S0002,23100002,2023,2024-25,4,6,historical,CSE404,Software Engineering,3,57.8,52.3,53.2,58.5,73.4,68.1,declining,0,,declining,0.35,True
S0002,23100002,2023,2024-25,4,6,historical,CSE405,Probability and Statistics,3,64.2,56.6,59.5,69.2,71.6,73.1,improving,0,,declining,0.35,False
S0002,23100002,2023,2025-26,5,6,historical,CSE501,Operating Systems,4,48.3,47.1,52.6,46.9,50.9,64.1,declining,0,,declining,0.39,False
S0002,23100002,2023,2025-26,5,6,historical,CSE502,Database Management Systems,4,47.4,44.5,56.1,56.7,51.0,68.3,stable,0,,declining,0.39,False
S0002,23100002,2023,2025-26,5,6,historical,CSE503,Design and Analysis of Algorithms,3,41.3,42.2,36.1,53.7,43.7,63.4,declining,0,,declining,0.39,False
S0002,23100002,2023,2025-26,5,6,historical,CSE504,Computer Networks,3,46.2,51.6,29.7,46.2,59.0,68.7,improving,0,,declining,0.39,False
S0002,23100002,2023,2025-26,5,6,historical,CSE505,Software Engineering,3,47.8,48.4,45.2,52.0,46.9,69.4,improving,0,,declining,0.39,False
S0002,23100002,2023,2026-27,6,6,historical,CSE601,Artificial Intelligence,4,53.0,42.7,52.7,62.8,58.3,70.3,declining,0,,stable,0.41,False
S0002,23100002,2023,2026-27,6,6,historical,CSE602,Machine Learning,4,49.1,44.5,54.2,71.0,57.3,71.1,stable,0,,stable,0.41,False
S0002,23100002,2023,2026-27,6,6,historical,CSE603,Cloud Computing,3,62.0,64.5,58.8,65.6,47.7,71.9,stable,0,,stable,0.41,False
S0002,23100002,2023,2026-27,6,6,historical,CSE604,Compiler Design,3,52.0,64.3,48.7,70.8,56.3,70.5,declining,0,,stable,0.41,False
S0002,23100002,2023,2026-27,6,6,historical,CSE605,Information Security,3,56.4,44.1,58.4,61.3,58.6,69.6,declining,0,,stable,0.41,False
S0002,23100002,2023,2026-27,7,6,current,CSE701,Distributed Systems,4,45.4,47.5,45.0,39.5,48.9,64.2,declining,0,,stable,0.43,
S0002,23100002,2023,2026-27,7,6,current,CSE702,Big Data Analytics,4,44.0,47.0,43.0,50.4,38.9,59.6,declining,0,,stable,0.43,
S0002,23100002,2023,2026-27,7,6,current,CSE703,Advanced Algorithms,3,44.5,47.8,40.7,46.4,41.9,67.2,improving,0,,stable,0.43,
S0002,23100002,2023,2026-27,7,6,current,CSE704,Project Work I,3,48.4,40.4,50.9,46.9,33.4,64.3,declining,0,,stable,0.43,
S0002,23100002,2023,2026-27,7,6,current,CSE705,Professional Elective,3,45.6,40.6,49.1,45.4,44.4,65.9,stable,0,,stable,0.43,
S0003,23100003,2023,2021-22,1,6,historical,CSE101,Programming Fundamentals,4,53.4,48.7,50.7,61.4,55.4,66.4,improving,0,,declining,0.56,True
S0003,23100003,2023,2021-22,1,6,historical,CSE102,Engineering Mathematics I,4,46.9,47.9,50.9,55.7,62.0,61.0,declining,0,,declining,0.56,False
S0003,23100003,2023,2021-22,1,6,historical,CSE103,Engineering Physics,3,49.0,44.7,54.7,57.9,65.9,64.1,stable,0,,declining,0.56,False
S0003,23100003,2023,2021-22,1,6,historical,CSE104,Engineering Drawing,3,53.1,44.6,53.2,65.0,66.2,67.2,improving,0,,declining,0.56,True
S0003,23100003,2023,2021-22,1,6,historical,CSE105,Communication Skills,3,60.5,55.2,72.5,69.1,56.7,67.0,improving,0,,declining,0.56,False
S0003,23100003,2023,2022-23,2,6,historical,CSE201,Data Structures,4,64.1,66.3,73.8,71.1,52.0,64.3,improving,0,,declining,0.5,False
S0003,23100003,2023,2022-23,2,6,historical,CSE202,Engineering Mathematics II,4,56.6,60.6,68.1,64.7,54.0,59.3,declining,0,,declining,0.5,False
S0003,23100003,2023,2022-23,2,6,historical,CSE203,Digital Logic Design,3,67.2,61.5,57.5,66.4,50.1,57.2,declining,0,,declining,0.5,False
S0003,23100003,2023,2022-23,2,6,historical,CSE204,Object Oriented Programming,3,62.4,70.4,65.6,68.3,55.1,59.7,declining,0,,declining,0.5,False
S0003,23100003,2023,2022-23,2,6,historical,CSE205,Environmental Science,3,67.4,76.4,59.8,66.3,59.3,57.9,declining,0,,declining,0.5,False
S0003,23100003,2023,2023-24,3,6,historical,CSE301,Database Systems,4,52.0,64.9,49.0,62.0,46.0,62.1,declining,0,,stable,0.57,False
S0003,23100003,2023,2023-24,3,6,historical,CSE302,Computer Organization,4,57.5,62.8,45.3,66.6,44.3,68.7,stable,0,,stable,0.57,False
S0003,23100003,2023,2023-24,3,6,historical,CSE303,Discrete Mathematics,3,53.4,62.8,44.2,58.9,41.3,66.1,declining,0,,stable,0.57,False
S0003,23100003,2023,2023-24,3,6,historical,CSE304,Operating Systems Fundamentals,3,57.1,57.6,60.9,62.5,33.8,70.2,improving,0,,stable,0.57,False
S0003,23100003,2023,2023-24,3,6,historical,CSE305,Web Technologies,3,52.1,54.6,54.0,61.4,38.2,66.7,declining,0,,stable,0.57,False
S0003,23100003,2023,2024-25,4,6,historical,CSE401,Design and Analysis of Algorithms,4,60.1,62.8,72.7,70.5,60.2,61.4,stable,0,,declining,0.53,False
S0003,23100003,2023,2024-25,4,6,historical,CSE402,Computer Networks,4,55.3,52.6,59.2,68.0,61.1,64.1,improving,0,,declining,0.53,False
S0003,23100003,2023,2024-25,4,6,historical,CSE403,Theory of Computation,3,55.2,60.3,61.1,67.1,56.8,62.4,stable,0,,declining,0.53,False
S0003,23100003,2023,2024-25,4,6,historical,CSE404,Software Engineering,3,50.3,35.2,47.1,56.8,57.9,60.7,declining,0,,declining,0.53,False
S0003,23100003,2023,2024-25,4,6,historical,CSE405,Probability and Statistics,3,70.5,76.9,74.9,66.4,57.3,60.4,declining,0,,declining,0.53,False
S0003,23100003,2023,2025-26,5,6,historical,CSE501,Operating Systems,4,62.0,57.9,70.1,69.7,62.1,66.7,declining,0,,declining,0.46,True
S0003,23100003,2023,2025-26,5,6,historical,CSE502,Database Management Systems,4,72.2,72.4,68.0,72.7,87.6,70.4,improving,0,,declining,0.46,False
S0003,23100003,2023,2025-26,5,6,historical,CSE503,Design and Analysis of Algorithms,3,73.8,78.3,80.2,74.5,84.7,64.7,declining,0,,declining,0.46,False
S0003,23100003,2023,2025-26,5,6,historical,CSE504,Computer Networks,3,71.7,65.0,71.4,71.4,91.2,68.1,stable,0,,declining,0.46,False
S0003,23100003,2023,2025-26,5,6,historical,CSE505,Software Engineering,3,66.8,62.4,56.4,69.5,78.2,63.7,declining,0,,declining,0.46,False
S0003,23100003,2023,2026-27,6,6,historical,CSE601,Artificial Intelligence,4,39.3,31.0,35.0,50.1,58.0,65.2,declining,0,,stable,0.52,False
S0003,23100003,2023,2026-27,6,6,historical,CSE602,Machine Learning,4,43.8,33.5,51.0,39.3,59.3,66.6,stable,0,,stable,0.52,False
S0003,23100003,2023,2026-27,6,6,historical,CSE603,Cloud Computing,3,51.6,54.7,64.2,48.3,64.5,65.6,declining,0,,stable,0.52,False
S0003,23100003,2023,2026-27,6,6,historical,CSE604,Compiler Design,3,48.0,45.0,51.5,55.1,64.6,66.6,stable,0,,stable,0.52,True
S0003,23100003,2023,2026-27,6,6,historical,CSE605,Information Security,3,35.1,39.6,30.1,46.1,61.0,69.1,improving,0,,stable,0.52,False
S0003,23100003,2023,2026-27,7,6,current,CSE701,Distributed Systems,4,57.7,62.7,56.6,69.9,63.4,58.7,improving,0,,declining,0.57,
S0003,23100003,2023,2026-27,7,6,current,CSE702,Big Data Analytics,4,52.4,43.9,57.6,62.7,58.5,60.3,improving,0,,declining,0.57,
S0003,23100003,2023,2026-27,7,6,current,CSE703,Advanced Algorithms,3,61.2,66.7,60.3,68.2,63.2,50.3,declining,0,,declining,0.57,
S0003,23100003,2023,2026-27,7,6,current,CSE704,Project Work I,3,57.8,65.1,56.6,70.7,57.7,55.7,declining,0,,declining,0.57,
S0003,23100003,2023,2026-27,7,6,current,CSE705,Professional Elective,3,64.5,71.5,71.9,59.9,73.6,63.8,improving,0,,declining,0.57,
S0004,23100004,2023,2021-22,1,6,historical,CSE101,Programming Fundamentals,4,52.2,52.6,53.4,48.2,46.6,81.9,improving,0,,declining,0.45,False
S0004,23100004,2023,2021-22,1,6,historical,CSE102,Engineering Mathematics I,4,44.9,42.8,49.0,49.7,41.2,80.6,improving,0,,declining,0.45,False
S0004,23100004,2023,2021-22,1,6,historical,CSE103,Engineering Physics,3,52.5,50.4,55.0,61.3,47.4,78.3,stable,0,,declining,0.45,False
S0004,23100004,2023,2021-22,1,6,historical,CSE104,Engineering Drawing,3,44.2,43.7,50.7,44.2,44.4,78.9,stable,1,D,declining,0.45,False
S0004,23100004,2023,2021-22,1,6,historical,CSE105,Communication Skills,3,60.1,65.0,53.2,65.1,50.9,75.5,declining,0,,declining,0.45,False
S0004,23100004,2023,2022-23,2,6,historical,CSE201,Data Structures,4,45.1,40.8,37.5,38.3,65.7,78.3,declining,0,,declining,0.43,False
S0004,23100004,2023,2022-23,2,6,historical,CSE202,Engineering Mathematics II,4,53.8,51.5,44.8,37.5,51.8,83.9,stable,0,,declining,0.43,False
S0004,23100004,2023,2022-23,2,6,historical,CSE203,Digital Logic Design,3,35.4,36.6,36.1,40.6,60.1,79.7,declining,0,,declining,0.43,True
S0004,23100004,2023,2022-23,2,6,historical,CSE204,Object Oriented Programming,3,50.4,46.6,45.2,36.0,57.0,82.8,declining,0,,declining,0.43,False
S0004,23100004,2023,2022-23,2,6,historical,CSE205,Environmental Science,3,49.0,37.8,47.1,43.1,49.6,84.1,stable,0,,declining,0.43,False
S0004,23100004,2023,2023-24,3,6,historical,CSE301,Database Systems,4,50.4,51.9,56.5,49.6,63.0,73.0,stable,0,,declining,0.47,False
S0004,23100004,2023,2023-24,3,6,historical,CSE302,Computer Organization,4,50.6,51.9,54.1,63.0,53.2,75.1,improving,0,,declining,0.47,True
S0004,23100004,2023,2023-24,3,6,historical,CSE303,Discrete Mathematics,3,56.2,50.3,65.6,46.4,60.9,64.7,declining,0,,declining,0.47,True
S0004,23100004,2023,2023-24,3,6,historical,CSE304,Operating Systems Fundamentals,3,53.1,56.5,59.3,60.8,51.7,72.5,stable,0,,declining,0.47,False
S0004,23100004,2023,2023-24,3,6,historical,CSE305,Web Technologies,3,54.6,52.9,56.6,53.3,48.2,70.6,declining,0,,declining,0.47,False
S0004,23100004,2023,2024-25,4,6,historical,CSE401,Design and Analysis of Algorithms,4,64.9,71.6,66.0,63.3,49.2,70.3,declining,0,,declining,0.45,False
S0004,23100004,2023,2024-25,4,6,historical,CSE402,Computer Networks,4,59.2,64.9,53.8,73.5,60.2,74.5,stable,0,,declining,0.45,False
S0004,23100004,2023,2024-25,4,6,historical,CSE403,Theory of Computation,3,56.4,55.7,55.8,65.7,54.3,70.1,declining,0,,declining,0.45,False
S0004,23100004,2023,2024-25,4,6,historical,CSE404,Software Engineering,3,58.6,63.9,53.0,64.4,48.0,77.9,improving,0,,declining,0.45,False
S0004,23100004,2023,2024-25,4,6,historical,CSE405,Probability and Statistics,3,54.3,43.5,47.1,64.9,45.1,70.5,declining,0,,declining,0.45,False
S0004,23100004,2023,2025-26,5,6,historical,CSE501,Operating Systems,4,63.3,52.4,70.3,51.7,66.5,79.5,improving,0,,declining,0.42,False
S0004,23100004,2023,2025-26,5,6,historical,CSE502,Database Management Systems,4,52.3,54.1,57.4,55.9,58.0,80.1,improving,0,,declining,0.42,False
S0004,23100004,2023,2025-26,5,6,historical,CSE503,Design and Analysis of Algorithms,3,49.7,43.5,42.8,47.0,55.9,80.4,improving,0,,declining,0.42,False
S0004,23100004,2023,2025-26,5,6,historical,CSE504,Computer Networks,3,49.7,47.7,49.2,50.0,63.1,74.0,declining,0,,declining,0.42,False
S0004,23100004,2023,2025-26,5,6,historical,CSE505,Software Engineering,3,53.2,50.6,55.2,60.5,63.6,80.8,improving,0,,declining,0.42,False
S0004,23100004,2023,2026-27,6,6,historical,CSE601,Artificial Intelligence,4,65.5,65.8,56.9,53.6,75.1,69.5,declining,0,,stable,0.49,False
S0004,23100004,2023,2026-27,6,6,historical,CSE602,Machine Learning,4,64.5,64.6,65.0,58.8,68.0,67.6,declining,0,,stable,0.49,False
S0004,23100004,2023,2026-27,6,6,historical,CSE603,Cloud Computing,3,52.5,47.9,54.2,53.2,71.8,70.4,declining,0,,stable,0.49,False
S0004,23100004,2023,2026-27,6,6,historical,CSE604,Compiler Design,3,65.2,63.9,49.0,66.3,62.9,75.3,improving,0,,stable,0.49,False
S0004,23100004,2023,2026-27,6,6,historical,CSE605,Information Security,3,63.3,57.7,67.2,62.5,72.1,78.9,improving,0,,stable,0.49,False
S0004,23100004,2023,2026-27,7,6,current,CSE701,Distributed Systems,4,62.2,64.0,45.1,66.2,65.5,75.5,declining,0,,stable,0.46,
S0004,23100004,2023,2026-27,7,6,current,CSE702,Big Data Analytics,4,63.1,54.0,65.0,66.3,70.3,77.7,stable,0,,stable,0.46,
S0004,23100004,2023,2026-27,7,6,current,CSE703,Advanced Algorithms,3,53.2,47.5,45.9,70.6,58.0,81.0,improving,0,,stable,0.46,
S0004,23100004,2023,2026-27,7,6,current,CSE704,Project Work I,3,51.6,57.2,55.5,60.9,80.1,77.0,stable,0,,stable,0.46,
S0004,23100004,2023,2026-27,7,6,current,CSE705,Professional Elective,3,55.2,60.3,58.9,69.2,63.0,79.2,improving,0,,stable,0.46,
S0005,23100005,2023,2021-22,1,6,historical,CSE101,Programming Fundamentals,4,53.0,56.2,58.7,55.2,73.2,73.8,improving,0,,stable,0.72,False
S0005,23100005,2023,2021-22,1,6,historical,CSE102,Engineering Mathematics I,4,56.5,56.3,56.4,57.4,73.6,66.9,declining,0,,stable,0.72,False
S0005,23100005,2023,2021-22,1,6,historical,CSE103,Engineering Physics,3,58.2,62.5,56.9,55.4,66.5,67.2,declining,0,,stable,0.72,False
S0005,23100005,2023,2021-22,1,6,historical,CSE104,Engineering Drawing,3,60.8,56.7,58.5,59.9,75.4,68.6,stable,0,,stable,0.72,False
S0005,23100005,2023,2021-22,1,6,historical,CSE105,Communication Skills,3,71.9,66.1,64.4,63.8,70.5,67.1,declining,0,,stable,0.72,False
S0005,23100005,2023,2022-23,2,6,historical,CSE201,Data Structures,4,69.1,68.3,73.0,66.4,80.2,80.0,improving,0,,declining,0.67,False
S0005,23100005,2023,2022-23,2,6,historical,CSE202,Engineering Mathematics II,4,68.4,63.5,62.2,67.4,74.5,80.6,improving,0,,declining,0.67,False
S0005,23100005,2023,2022-23,2,6,historical,CSE203,Digital Logic Design,3,66.5,61.9,65.8,61.1,80.9,82.3,improving,0,,declining,0.67,False
S0005,23100005,2023,2022-23,2,6,historical,CSE204,Object Oriented Programming,3,67.4,57.0,59.9,55.5,84.4,83.9,improving,0,,declining,0.67,False
S0005,23100005,2023,2022-23,2,6,historical,CSE205,Environmental Science,3,68.5,69.8,68.9,59.4,85.2,76.6,stable,0,,declining,0.67,False
S0005,23100005,2023,2023-24,3,6,historical,CSE301,Database Systems,4,56.6,53.4,49.3,65.0,57.1,71.1,improving,0,,declining,0.65,False
S0005,23100005,2023,2023-24,3,6,historical,CSE302,Computer Organization,4,63.0,73.5,67.9,73.8,72.8,70.2,improving,0,,declining,0.65,False
S0005,23100005,2023,2023-24,3,6,historical,CSE303,Discrete Mathematics,3,56.2,52.6,51.3,64.5,71.5,71.7,improving,0,,declining,0.65,False
S0005,23100005,2023,2023-24,3,6,historical,CSE304,Operating Systems Fundamentals,3,67.5,69.3,72.4,69.5,58.2,68.6,stable,0,,declining,0.65,False
S0005,23100005,2023,2023-24,3,6,historical,CSE305,Web Technologies,3,62.1,57.9,60.6,54.7,61.0,70.3,improving,0,,declining,0.65,False
S0005,23100005,2023,2024-25,4,6,historical,CSE401,Design and Analysis of Algorithms,4,65.0,63.5,55.4,78.9,63.0,70.9,improving,0,,declining,0.7,False
S0005,23100005,2023,2024-25,4,6,historical,CSE402,Computer Networks,4,75.6,54.6,75.3,82.2,62.5,69.3,improving,0,,declining,0.7,False
S0005,23100005,2023,2024-25,4,6,historical,CSE403,Theory of Computation,3,70.7,70.3,74.7,83.7,64.8,68.6,improving,0,,declining,0.7,False
S0005,23100005,2023,2024-25,4,6,historical,CSE404,Software Engineering,3,62.1,66.7,55.2,77.8,66.1,72.1,improving,0,,declining,0.7,False
S0005,23100005,2023,2024-25,4,6,historical,CSE405,Probability and Statistics,3,66.3,67.9,79.5,76.3,64.4,66.8,stable,0,,declining,0.7,False
S0005,23100005,2023,2025-26,5,6,historical,CSE501,Operating Systems,4,59.9,64.7,60.0,73.5,68.9,73.0,stable,0,,declining,0.66,False
S0005,23100005,2023,2025-26,5,6,historical,CSE502,Database Management Systems,4,58.6,54.2,51.8,79.8,78.9,76.8,improving,1,F,declining,0.66,False
S0005,23100005,2023,2025-26,5,6,historical,CSE503,Design and Analysis of Algorithms,3,80.8,72.0,90.2,80.8,68.4,74.9,stable,0,,declining,0.66,False
S0005,23100005,2023,2025-26,5,6,historical,CSE504,Computer Networks,3,74.5,77.6,81.2,79.4,61.0,80.3,improving,0,,declining,0.66,False
S0005,23100005,2023,2025-26,5,6,historical,CSE505,Software Engineering,3,62.1,64.8,65.1,81.7,72.5,72.4,declining,0,,declining,0.66,False
S0005,23100005,2023,2026-27,6,6,historical,CSE601,Artificial Intelligence,4,55.3,55.2,52.0,55.3,61.4,72.4,improving,0,,stable,0.72,False
S0005,23100005,2023,2026-27,6,6,historical,CSE602,Machine Learning,4,47.0,43.4,51.6,64.9,50.5,67.0,declining,0,,stable,0.72,False
S0005,23100005,2023,2026-27,6,6,historical,CSE603,Cloud Computing,3,53.9,45.7,57.5,47.6,60.4,70.2,stable,0,,stable,0.72,False
S0005,23100005,2023,2026-27,6,6,historical,CSE604,Compiler Design,3,57.7,62.2,52.5,64.3,49.3,70.8,stable,0,,stable,0.72,False
S0005,23100005,2023,2026-27,6,6,historical,CSE605,Information Security,3,54.7,57.1,60.6,57.7,52.4,73.7,improving,0,,stable,0.72,False
S0005,23100005,2023,2026-27,7,6,current,CSE701,Distributed Systems,4,40.1,29.9,40.4,56.0,70.2,69.5,stable,0,,stable,0.65,
S0005,23100005,2023,2026-27,7,6,current,CSE702,Big Data Analytics,4,60.4,66.0,64.1,58.5,61.3,65.5,declining,0,,stable,0.65,
S0005,23100005,2023,2026-27,7,6,current,CSE703,Advanced Algorithms,3,55.8,39.0,65.9,61.7,49.8,68.5,declining,0,,stable,0.65,
S0005,23100005,2023,2026-27,7,6,current,CSE704,Project Work I,3,59.9,61.8,49.7,52.3,57.0,68.7,stable,0,,stable,0.65,
S0005,23100005,2023,2026-27,7,6,current,CSE705,Professional Elective,3,52.3,56.0,55.7,53.2,56.2,67.5,declining,0,,stable,0.65,
S0006,23100006,2023,2021-22,1,6,historical,CSE101,Programming Fundamentals,4,56.2,56.1,42.7,76.3,59.2,60.7,declining,0,,declining,0.66,False
S0006,23100006,2023,2021-22,1,6,historical,CSE102,Engineering Mathematics I,4,65.2,59.5,56.6,76.5,63.8,61.1,declining,1,F,declining,0.66,True
